2025-07-22 21:56:09.405 [INFO   ] EventBus initialized
2025-07-22 22:10:54.296 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.351 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.404 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.462 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.516 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.572 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.632 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.684 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.741 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.795 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.852 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.908 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.961 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.016 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.072 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.126 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.179 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.233 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:55.285 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
